V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,124.9,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,2.338
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,124.9,Natural Gas (Weighted U.S. Average),,,2011,Methane,23.38
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,124.9,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1260773.1
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,124,Natural Gas (Weighted U.S. Average),,,2011,Methane,23.38
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,124,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,120.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1260773.1
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,120.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Pittsburg,1000059,Tenaska Kiamichi Generating Station,34.72849,-95.89836,OK,OKLAHOMA,121.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1260773.1
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,11960.6
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,2.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.041
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.1,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,11960.6
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.1,Distillate Fuel Oil No. 2,,,2011,Methane,0.29
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.041
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,2.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,11960.6
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,2.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.29
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.1,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.041
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.1,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.29
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,11960.6
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.041
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,1.4,Distillate Fuel Oil No. 2,,,2011,Methane,0.29
Lincoln,1000060,Limon Generating Station,39.2061,-103.6956,CO,COLORADO,2.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,6473.9
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.2,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.018
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.6,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.018
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.6,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.018
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.2,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,6473.9
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.6,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,6473.9
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,6473.9
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.2,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.2,Distillate Fuel Oil No. 2,,,2011,Methane,0.14
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.14
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.018
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,1,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.14
Adams,1000061,Frank Knutson Station,39.85241,-104.85811,CO,COLORADO,0.6,Distillate Fuel Oil No. 2,,,2011,Methane,0.14
San Diego,1000065,CalPeak Power - Border LLC,32.57416,-117.04266,CA,CALIFORNIA,6.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.032
San Diego,1000065,CalPeak Power - Border LLC,32.57416,-117.04266,CA,CALIFORNIA,6.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.32
San Diego,1000065,CalPeak Power - Border LLC,32.57416,-117.04266,CA,CALIFORNIA,6.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,16998
San Diego,1000065,CalPeak Power - Border LLC,32.57416,-117.04266,CA,CALIFORNIA,6.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Diego,1000067,Cuyamaca Energy Facility,32.79022,-116.96687,CA,CALIFORNIA,4.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.022
San Diego,1000067,Cuyamaca Energy Facility,32.79022,-116.96687,CA,CALIFORNIA,4.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.22
San Diego,1000067,Cuyamaca Energy Facility,32.79022,-116.96687,CA,CALIFORNIA,4.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,11845.4
San Diego,1000067,Cuyamaca Energy Facility,32.79022,-116.96687,CA,CALIFORNIA,4.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,75.1,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,396344.3
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,75.1,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.735
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,75.1,Natural Gas (Weighted U.S. Average),,,2011,Methane,7.35
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,79.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,79.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,396344.3
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,79.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,7.35
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,79.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.735
Clark,1000068,Apex Generating Station,35.99,-115.09,NV,NEVADA,75.1,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,95406.9
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,8.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.178
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.78
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.178
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,6.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.178
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,6.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.78
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,6.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,8.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,95406.9
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,8.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.78
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,8.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,1.78
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,95406.9
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,6.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,95406.9
New Haven,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,7.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.178
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,98,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,98,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,740582
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,98,Natural Gas (Weighted U.S. Average),,,2011,Methane,13.74
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,93,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,97.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,740582
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,93,Natural Gas (Weighted U.S. Average),,,2011,Methane,13.74
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,97.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,97.5,Natural Gas (Weighted U.S. Average),,,2011,Methane,13.74
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,93,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,740582
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,97.5,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.374
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,93,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.374
San Bernardino,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,98,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,1.374
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,52.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.762
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.762
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,49.6,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1.2,Distillate Fuel Oil No. 2,,,2011,Nitrous Oxide,0.762
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1.2,Distillate Fuel Oil No. 2,,,2011,Methane,7.47
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,52.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,394740.1
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,52.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1,Distillate Fuel Oil No. 2,,,2011,Methane,7.47
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1.2,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,49.6,Natural Gas (Weighted U.S. Average),,,2011,Methane,7.47
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,51,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,394740.1
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,51,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1.2,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,394740.1
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,51,Natural Gas (Weighted U.S. Average),,,2011,Methane,7.47
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,52.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,7.47
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,49.6,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.762
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,51,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.762
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,49.6,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,394740.1
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1,Distillate Fuel Oil No. 2,,,2011,Biogenic Carbon dioxide,0
York,1000071,York Energy Center,39.73916,-76.30777,PA,PENNSYLVANIA,1,Distillate Fuel Oil No. 2,,,2011,Carbon Dioxide,394740.1
San Diego,1000074,Escondido Energy Center  LLC,33.1261,-117.1172,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1448.5
San Diego,1000074,Escondido Energy Center  LLC,33.1261,-117.1172,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.003
San Diego,1000074,Escondido Energy Center  LLC,33.1261,-117.1172,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.03
San Diego,1000074,Escondido Energy Center  LLC,33.1261,-117.1172,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.002
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.2,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.002
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.02
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.2,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.02
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1293
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.2,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
San Diego,1000075,Chula Vista Energy Center,32.5914,-117.0586,CA,CALIFORNIA,0.2,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,1293
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.5,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,15267.4
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.5,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.29
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.7,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,15267.4
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.5,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.3,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.029
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.3,Natural Gas (Weighted U.S. Average),,,2011,Carbon Dioxide,15267.4
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.7,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.029
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.7,Natural Gas (Weighted U.S. Average),,,2011,Methane,0.29
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.7,Natural Gas (Weighted U.S. Average),,,2011,Biogenic Carbon dioxide,0
Klamath,1000076,Klamath Energy LLC,42.1739,-121.8106,OR,OREGON,1.5,Natural Gas (Weighted U.S. Average),,,2011,Nitrous Oxide,0.029
